original_inventory_sector,start_time,end_time,gas,emissions_quantity,emissions_factor,emissions_factor_units,capacity,capacity_units,activity,activity_units,source_name
road-transportation,1/1/2022,12/31/2022,n2o,3.287910545,5.77E-09,T of N2O per VKT,561.4396742,km,569000000,vehicle km traveled (VKT),Nowshera Urban Area in Peshawar Division
road-transportation,1/1/2022,12/31/2022,co2,97795.04328,0.000171761,T of CO2 per VKT,561.4396742,km,569000000,vehicle km traveled (VKT),Nowshera Urban Area in Peshawar Division
road-transportation,1/1/2022,12/31/2022,ch4,11.98202778,2.10E-08,T of CH4 per VKT,561.4396742,km,569000000,vehicle km traveled (VKT),Nowshera Urban Area in Peshawar Division
road-transportation,1/1/2021,12/31/2021,n2o,3.146641898,5.77E-09,T of N2O per VKT,662.7092233,km,545000000,vehicle km traveled (VKT),Khanewal Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,co2,93593.17305,0.000171761,T of CO2 per VKT,662.7092233,km,545000000,vehicle km traveled (VKT),Khanewal Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,ch4,11.46720694,2.10E-08,T of CH4 per VKT,662.7092233,km,545000000,vehicle km traveled (VKT),Khanewal Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,n2o,3.247334506,5.77E-09,T of N2O per VKT,678.861084,km,562000000,vehicle km traveled (VKT),Khanewal Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,co2,96588.1566,0.000171761,T of CO2 per VKT,678.861084,km,562000000,vehicle km traveled (VKT),Khanewal Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,ch4,11.83415781,2.10E-08,T of CH4 per VKT,678.861084,km,562000000,vehicle km traveled (VKT),Khanewal Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,n2o,2.970637207,5.77E-09,T of N2O per VKT,569.7365679,km,514000000,vehicle km traveled (VKT),Burewala Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,co2,88358.11994,0.000171761,T of CO2 per VKT,569.7365679,km,514000000,vehicle km traveled (VKT),Burewala Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,ch4,10.82579865,2.10E-08,T of CH4 per VKT,569.7365679,km,514000000,vehicle km traveled (VKT),Burewala Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,n2o,3.199213907,5.77E-09,T of N2O per VKT,592.7419497,km,554000000,vehicle km traveled (VKT),Burewala Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,co2,95156.86582,0.000171761,T of CO2 per VKT,592.7419497,km,554000000,vehicle km traveled (VKT),Burewala Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,ch4,11.65879344,2.10E-08,T of CH4 per VKT,592.7419497,km,554000000,vehicle km traveled (VKT),Burewala Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,n2o,3.002941626,5.77E-09,T of N2O per VKT,620.2388697,km,520000000,vehicle km traveled (VKT),Sadiqabad Urban Area in Bahawalpur Division
road-transportation,1/1/2021,12/31/2021,co2,89318.97699,0.000171761,T of CO2 per VKT,620.2388697,km,520000000,vehicle km traveled (VKT),Sadiqabad Urban Area in Bahawalpur Division
road-transportation,1/1/2021,12/31/2021,ch4,10.94352461,2.10E-08,T of CH4 per VKT,620.2388697,km,520000000,vehicle km traveled (VKT),Sadiqabad Urban Area in Bahawalpur Division
road-transportation,1/1/2022,12/31/2022,n2o,3.159550462,5.77E-09,T of N2O per VKT,651.6367299,km,547000000,vehicle km traveled (VKT),Sadiqabad Urban Area in Bahawalpur Division
road-transportation,1/1/2022,12/31/2022,co2,93977.12316,0.000171761,T of CO2 per VKT,651.6367299,km,547000000,vehicle km traveled (VKT),Sadiqabad Urban Area in Bahawalpur Division
road-transportation,1/1/2022,12/31/2022,ch4,11.51424921,2.10E-08,T of CH4 per VKT,651.6367299,km,547000000,vehicle km traveled (VKT),Sadiqabad Urban Area in Bahawalpur Division
road-transportation,1/1/2021,12/31/2021,n2o,2.863408175,5.77E-09,T of N2O per VKT,487.6044899,km,496000000,vehicle km traveled (VKT),Kasur Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,co2,85168.71812,0.000171761,T of CO2 per VKT,487.6044899,km,496000000,vehicle km traveled (VKT),Kasur Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,ch4,10.4350273,2.10E-08,T of CH4 per VKT,487.6044899,km,496000000,vehicle km traveled (VKT),Kasur Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,n2o,3.10788427,5.77E-09,T of N2O per VKT,539.8016789,km,538000000,vehicle km traveled (VKT),Kasur Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,co2,92440.37286,0.000171761,T of CO2 per VKT,539.8016789,km,538000000,vehicle km traveled (VKT),Kasur Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,ch4,11.32596375,2.10E-08,T of CH4 per VKT,539.8016789,km,538000000,vehicle km traveled (VKT),Kasur Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,n2o,2.561791282,5.77E-09,T of N2O per VKT,610.5044716,km,444000000,vehicle km traveled (VKT),Layyah Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2021,12/31/2021,co2,76197.47735,0.000171761,T of CO2 per VKT,610.5044716,km,444000000,vehicle km traveled (VKT),Layyah Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2021,12/31/2021,ch4,9.335854453,2.10E-08,T of CH4 per VKT,610.5044716,km,444000000,vehicle km traveled (VKT),Layyah Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2022,12/31/2022,n2o,3.087316992,5.77E-09,T of N2O per VKT,689.9371494,km,535000000,vehicle km traveled (VKT),Layyah Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2022,12/31/2022,co2,91828.6233,0.000171761,T of CO2 per VKT,689.9371494,km,535000000,vehicle km traveled (VKT),Layyah Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2022,12/31/2022,ch4,11.25101108,2.10E-08,T of CH4 per VKT,689.9371494,km,535000000,vehicle km traveled (VKT),Layyah Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2021,12/31/2021,n2o,2.781546262,5.77E-09,T of N2O per VKT,539.551429,km,482000000,vehicle km traveled (VKT),Muridke Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,co2,82733.83154,0.000171761,T of CO2 per VKT,539.551429,km,482000000,vehicle km traveled (VKT),Muridke Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,ch4,10.13670054,2.10E-08,T of CH4 per VKT,539.551429,km,482000000,vehicle km traveled (VKT),Muridke Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,n2o,2.891442657,5.77E-09,T of N2O per VKT,550.9400281,km,501000000,vehicle km traveled (VKT),Muridke Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,co2,86002.57092,0.000171761,T of CO2 per VKT,550.9400281,km,501000000,vehicle km traveled (VKT),Muridke Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,ch4,10.53719247,2.10E-08,T of CH4 per VKT,550.9400281,km,501000000,vehicle km traveled (VKT),Muridke Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,n2o,2.431812905,5.77E-09,T of N2O per VKT,428.6497005,km,421000000,vehicle km traveled (VKT),Dera Ghazi Khan Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2021,12/31/2021,co2,72331.42298,0.000171761,T of CO2 per VKT,428.6497005,km,421000000,vehicle km traveled (VKT),Dera Ghazi Khan Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2021,12/31/2021,ch4,8.862178392,2.10E-08,T of CH4 per VKT,428.6497005,km,421000000,vehicle km traveled (VKT),Dera Ghazi Khan Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2022,12/31/2022,n2o,2.890114532,5.77E-09,T of N2O per VKT,520.7100963,km,500000000,vehicle km traveled (VKT),Dera Ghazi Khan Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2022,12/31/2022,co2,85963.0674,0.000171761,T of CO2 per VKT,520.7100963,km,500000000,vehicle km traveled (VKT),Dera Ghazi Khan Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2022,12/31/2022,ch4,10.53235243,2.10E-08,T of CH4 per VKT,520.7100963,km,500000000,vehicle km traveled (VKT),Dera Ghazi Khan Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2021,12/31/2021,n2o,2.765422435,5.77E-09,T of N2O per VKT,542.2529005,km,479000000,vehicle km traveled (VKT),Kamra Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,co2,82254.24721,0.000171761,T of CO2 per VKT,542.2529005,km,479000000,vehicle km traveled (VKT),Kamra Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,ch4,10.07794099,2.10E-08,T of CH4 per VKT,542.2529005,km,479000000,vehicle km traveled (VKT),Kamra Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,n2o,2.843110329,5.77E-09,T of N2O per VKT,560.5185211,km,492000000,vehicle km traveled (VKT),Kamra Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,co2,84564.98249,0.000171761,T of CO2 per VKT,560.5185211,km,492000000,vehicle km traveled (VKT),Kamra Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,ch4,10.3610565,2.10E-08,T of CH4 per VKT,560.5185211,km,492000000,vehicle km traveled (VKT),Kamra Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,n2o,2.687448535,5.77E-09,T of N2O per VKT,504.4462382,km,465000000,vehicle km traveled (VKT),Mandi Bahauddin Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,co2,79935.00501,0.000171761,T of CO2 per VKT,504.4462382,km,465000000,vehicle km traveled (VKT),Mandi Bahauddin Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,ch4,9.793783185,2.10E-08,T of CH4 per VKT,504.4462382,km,465000000,vehicle km traveled (VKT),Mandi Bahauddin Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,n2o,2.830803672,5.77E-09,T of N2O per VKT,536.1295049,km,490000000,vehicle km traveled (VKT),Mandi Bahauddin Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,co2,84198.93542,0.000171761,T of CO2 per VKT,536.1295049,km,490000000,vehicle km traveled (VKT),Mandi Bahauddin Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,ch4,10.31620775,2.10E-08,T of CH4 per VKT,536.1295049,km,490000000,vehicle km traveled (VKT),Mandi Bahauddin Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,n2o,2.709924825,5.77E-09,T of N2O per VKT,459.9170621,km,469000000,vehicle km traveled (VKT),Kohat Urban Area in Kohat Division
road-transportation,1/1/2021,12/31/2021,co2,80603.53589,0.000171761,T of CO2 per VKT,459.9170621,km,469000000,vehicle km traveled (VKT),Kohat Urban Area in Kohat Division
road-transportation,1/1/2021,12/31/2021,ch4,9.875692812,2.10E-08,T of CH4 per VKT,459.9170621,km,469000000,vehicle km traveled (VKT),Kohat Urban Area in Kohat Division
road-transportation,1/1/2022,12/31/2022,n2o,2.775155082,5.77E-09,T of N2O per VKT,462.594324,km,481000000,vehicle km traveled (VKT),Kohat Urban Area in Kohat Division
road-transportation,1/1/2022,12/31/2022,co2,82543.73337,0.000171761,T of CO2 per VKT,462.594324,km,481000000,vehicle km traveled (VKT),Kohat Urban Area in Kohat Division
road-transportation,1/1/2022,12/31/2022,ch4,10.11340936,2.10E-08,T of CH4 per VKT,462.594324,km,481000000,vehicle km traveled (VKT),Kohat Urban Area in Kohat Division
road-transportation,1/1/2021,12/31/2021,n2o,2.522999338,5.77E-09,T of N2O per VKT,371.0533708,km,437000000,vehicle km traveled (VKT),Charsadda Urban Area in Peshawar Division
road-transportation,1/1/2021,12/31/2021,co2,75043.65648,0.000171761,T of CO2 per VKT,371.0533708,km,437000000,vehicle km traveled (VKT),Charsadda Urban Area in Peshawar Division
road-transportation,1/1/2021,12/31/2021,ch4,9.194486206,2.10E-08,T of CH4 per VKT,371.0533708,km,437000000,vehicle km traveled (VKT),Charsadda Urban Area in Peshawar Division
road-transportation,1/1/2022,12/31/2022,n2o,2.587512049,5.77E-09,T of N2O per VKT,374.3336243,km,448000000,vehicle km traveled (VKT),Charsadda Urban Area in Peshawar Division
road-transportation,1/1/2022,12/31/2022,co2,76962.51142,0.000171761,T of CO2 per VKT,374.3336243,km,448000000,vehicle km traveled (VKT),Charsadda Urban Area in Peshawar Division
road-transportation,1/1/2022,12/31/2022,ch4,9.429587827,2.10E-08,T of CH4 per VKT,374.3336243,km,448000000,vehicle km traveled (VKT),Charsadda Urban Area in Peshawar Division
road-transportation,1/1/2021,12/31/2021,n2o,2.429413822,5.77E-09,T of N2O per VKT,465.8805737,km,421000000,vehicle km traveled (VKT),Jaranwala Urban Area in Faisalabad Division
road-transportation,1/1/2021,12/31/2021,co2,72260.06508,0.000171761,T of CO2 per VKT,465.8805737,km,421000000,vehicle km traveled (VKT),Jaranwala Urban Area in Faisalabad Division
road-transportation,1/1/2021,12/31/2021,ch4,8.85343549,2.10E-08,T of CH4 per VKT,465.8805737,km,421000000,vehicle km traveled (VKT),Jaranwala Urban Area in Faisalabad Division
road-transportation,1/1/2022,12/31/2022,n2o,2.56698648,5.77E-09,T of N2O per VKT,474.3570519,km,445000000,vehicle km traveled (VKT),Jaranwala Urban Area in Faisalabad Division
road-transportation,1/1/2022,12/31/2022,co2,76352.00245,0.000171761,T of CO2 per VKT,474.3570519,km,445000000,vehicle km traveled (VKT),Jaranwala Urban Area in Faisalabad Division
road-transportation,1/1/2022,12/31/2022,ch4,9.35478715,2.10E-08,T of CH4 per VKT,474.3570519,km,445000000,vehicle km traveled (VKT),Jaranwala Urban Area in Faisalabad Division
road-transportation,1/1/2021,12/31/2021,n2o,2.563615147,5.77E-09,T of N2O per VKT,444.7374266,km,444000000,vehicle km traveled (VKT),Chiniot Urban Area in Faisalabad Division
road-transportation,1/1/2021,12/31/2021,co2,76251.72608,0.000171761,T of CO2 per VKT,444.7374266,km,444000000,vehicle km traveled (VKT),Chiniot Urban Area in Faisalabad Division
road-transportation,1/1/2021,12/31/2021,ch4,9.342501106,2.10E-08,T of CH4 per VKT,444.7374266,km,444000000,vehicle km traveled (VKT),Chiniot Urban Area in Faisalabad Division
road-transportation,1/1/2022,12/31/2022,n2o,2.558463771,5.77E-09,T of N2O per VKT,445.8555698,km,443000000,vehicle km traveled (VKT),Chiniot Urban Area in Faisalabad Division
road-transportation,1/1/2022,12/31/2022,co2,76098.50446,0.000171761,T of CO2 per VKT,445.8555698,km,443000000,vehicle km traveled (VKT),Chiniot Urban Area in Faisalabad Division
road-transportation,1/1/2022,12/31/2022,ch4,9.323728113,2.10E-08,T of CH4 per VKT,445.8555698,km,443000000,vehicle km traveled (VKT),Chiniot Urban Area in Faisalabad Division
road-transportation,1/1/2021,12/31/2021,n2o,2.460266661,5.77E-09,T of N2O per VKT,513.0997377,km,426000000,vehicle km traveled (VKT),Gojra Urban Area in Faisalabad Division
road-transportation,1/1/2021,12/31/2021,co2,73177.74656,0.000171761,T of CO2 per VKT,513.0997377,km,426000000,vehicle km traveled (VKT),Gojra Urban Area in Faisalabad Division
road-transportation,1/1/2021,12/31/2021,ch4,8.965871507,2.10E-08,T of CH4 per VKT,513.0997377,km,426000000,vehicle km traveled (VKT),Gojra Urban Area in Faisalabad Division
road-transportation,1/1/2022,12/31/2022,n2o,2.54256394,5.77E-09,T of N2O per VKT,511.3645609,km,440000000,vehicle km traveled (VKT),Gojra Urban Area in Faisalabad Division
road-transportation,1/1/2022,12/31/2022,co2,75625.58264,0.000171761,T of CO2 per VKT,511.3645609,km,440000000,vehicle km traveled (VKT),Gojra Urban Area in Faisalabad Division
road-transportation,1/1/2022,12/31/2022,ch4,9.265784865,2.10E-08,T of CH4 per VKT,511.3645609,km,440000000,vehicle km traveled (VKT),Gojra Urban Area in Faisalabad Division
road-transportation,1/1/2021,12/31/2021,n2o,2.263695893,5.77E-09,T of N2O per VKT,432.8019014,km,392000000,vehicle km traveled (VKT),Pir Murad Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,co2,67330.97961,0.000171761,T of CO2 per VKT,432.8019014,km,392000000,vehicle km traveled (VKT),Pir Murad Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,ch4,8.249514913,2.10E-08,T of CH4 per VKT,432.8019014,km,392000000,vehicle km traveled (VKT),Pir Murad Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,n2o,2.465552391,5.77E-09,T of N2O per VKT,454.4775883,km,427000000,vehicle km traveled (VKT),Pir Murad Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,co2,73334.96442,0.000171761,T of CO2 per VKT,454.4775883,km,427000000,vehicle km traveled (VKT),Pir Murad Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,ch4,8.985134127,2.10E-08,T of CH4 per VKT,454.4775883,km,427000000,vehicle km traveled (VKT),Pir Murad Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,n2o,2.302082122,5.77E-09,T of N2O per VKT,385.4736668,km,399000000,vehicle km traveled (VKT),Swabi Urban Area in Mardan Division
road-transportation,1/1/2021,12/31/2021,co2,68472.73299,0.000171761,T of CO2 per VKT,385.4736668,km,399000000,vehicle km traveled (VKT),Swabi Urban Area in Mardan Division
road-transportation,1/1/2021,12/31/2021,ch4,8.389404628,2.10E-08,T of CH4 per VKT,385.4736668,km,399000000,vehicle km traveled (VKT),Swabi Urban Area in Mardan Division
road-transportation,1/1/2022,12/31/2022,n2o,2.329041558,5.77E-09,T of N2O per VKT,400.7816172,km,403000000,vehicle km traveled (VKT),Swabi Urban Area in Mardan Division
road-transportation,1/1/2022,12/31/2022,co2,69274.60979,0.000171761,T of CO2 per VKT,400.7816172,km,403000000,vehicle km traveled (VKT),Swabi Urban Area in Mardan Division
road-transportation,1/1/2022,12/31/2022,ch4,8.487652042,2.10E-08,T of CH4 per VKT,400.7816172,km,403000000,vehicle km traveled (VKT),Swabi Urban Area in Mardan Division
road-transportation,1/1/2021,12/31/2021,n2o,2.197698013,5.77E-09,T of N2O per VKT,371.4290923,km,381000000,vehicle km traveled (VKT),Chakwal Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,co2,65367.95007,0.000171761,T of CO2 per VKT,371.4290923,km,381000000,vehicle km traveled (VKT),Chakwal Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,ch4,8.00900094,2.10E-08,T of CH4 per VKT,371.4290923,km,381000000,vehicle km traveled (VKT),Chakwal Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,n2o,2.179147011,5.77E-09,T of N2O per VKT,376.2228692,km,377000000,vehicle km traveled (VKT),Chakwal Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,co2,64816.17225,0.000171761,T of CO2 per VKT,376.2228692,km,377000000,vehicle km traveled (VKT),Chakwal Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,ch4,7.941396111,2.10E-08,T of CH4 per VKT,376.2228692,km,377000000,vehicle km traveled (VKT),Chakwal Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,n2o,1.618118631,5.77E-09,T of N2O per VKT,269.0019068,km,280000000,vehicle km traveled (VKT),Pattoki Urban Area in Lahore Division
